endpoint,input_size,enc_cycles,enc_usec,dec_cycles,dec_usec
client,32,5186,3,7779,2
server,32,5186,2,7779,2
client,32,5186,2,7779,2
server,32,7779,2,7779,3
client,32,5186,2,7779,2
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,5186,2,12965,5
client,32,5186,2,10372,3
server,32,7779,2,7779,3
client,32,10372,3,0,0
server,32,5186,3,10372,4
client,32,5186,3,7779,3
server,32,7779,2,7779,2
client,32,5186,2,7779,3
server,32,5186,2,7779,4
client,32,10372,3,7779,2
server,32,10372,3,7779,2
client,32,7779,3,10372,3
server,32,7779,2,10372,3
client,32,5186,2,7779,3
server,32,0,0,7779,3
client,32,7779,2,7779,2
server,32,0,0,7779,3
client,32,7779,4,7779,3
server,32,7779,2,5186,3
client,32,7779,2,10372,4
server,32,10372,4,12965,4
client,32,10372,4,12965,4
server,32,10372,3,12965,4
client,32,10372,3,12965,4
server,32,7779,4,10372,5
client,32,10372,3,10372,4
server,32,10372,4,12965,5
client,32,10372,4,12965,5
server,32,10372,4,15558,6
client,32,10372,4,12965,6
server,32,10372,4,12965,5
client,32,10372,3,12965,4
server,32,10372,3,15558,5
client,32,7779,4,0,0
server,32,10372,3,12965,6
client,32,10372,3,12965,4
server,32,7779,4,0,0
client,32,12965,4,10372,4
server,32,10372,3,12965,5
client,32,12965,4,12965,4
server,32,10372,3,0,0
client,32,10372,4,10372,3
server,32,7779,3,7779,4
client,32,7779,2,7779,3
server,32,7779,2,0,0
client,32,7779,2,7779,3
server,32,0,0,7779,3
client,32,7779,2,7779,30
server,32,7779,2,0,0
client,32,7779,2,7779,2
server,32,0,0,10372,4
client,32,7779,2,0,0
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,0,0,7779,3
client,32,7779,2,7779,3
server,32,0,0,7779,3
client,32,5186,3,7779,3
server,32,5186,3,7779,3
client,32,7779,2,0,0
server,32,5186,3,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,5186,3,7779,3
server,32,7779,2,7779,2
client,32,5186,3,72604,28
server,32,0,0,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,0,0
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,0,0,10372,3
client,32,5186,3,7779,3
server,32,7779,3,7779,3
client,32,5186,3,7779,3
server,32,12965,3,7779,3
client,32,7779,2,75197,28
server,32,7779,2,10372,3
client,32,7779,2,10372,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,5186,3,7779,3
client,32,5186,3,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,10372,4
client,32,7779,3,18151,6
server,32,7779,3,10372,4
client,32,7779,3,10372,4
server,32,10372,2,10372,4
client,32,7779,3,10372,4
server,32,7779,2,7779,3
client,32,7779,2,7779,2
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,10372,3
client,32,7779,3,10372,3
server,32,5186,3,7779,3
client,32,7779,2,10372,3
server,32,5186,2,10372,5
client,32,7779,2,10372,4
server,32,7779,2,10372,3
client,32,7779,2,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,2
server,32,5186,3,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,5186,2,7779,2
server,32,5186,3,7779,2
client,32,7779,2,7779,2
server,32,5186,2,7779,3
client,32,5186,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,2
client,32,5186,3,7779,3
server,32,7779,2,5186,3
client,32,7779,2,7779,3
server,32,10372,2,12965,5
client,32,10372,3,20744,8
server,32,7779,2,10372,3
client,32,7779,2,7779,3
server,32,5186,3,10372,3
client,32,7779,2,10372,4
server,32,7779,2,7779,3
client,32,5186,3,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,2
server,32,7779,2,7779,3
client,32,5186,3,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,2
client,32,7779,2,7779,3
server,32,7779,2,7779,2
client,32,7779,2,5186,3
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,5186,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,2
server,32,5186,3,7779,2
client,32,7779,2,7779,3
server,32,7779,2,7779,2
client,32,7779,3,12965,5
server,32,7779,2,10372,5
client,32,5186,3,10372,3
server,32,7779,2,7779,3
client,32,7779,2,10372,3
server,32,7779,2,7779,3
client,32,7779,3,5186,3
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,10372,3,18151,7
client,32,10372,3,15558,5
server,32,7779,3,10372,4
client,32,5186,3,12965,6
server,32,7779,2,15558,5
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,2
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,5186,3,7779,2
client,32,0,0,10372,3
server,32,5186,2,5186,3
client,32,7779,2,75197,30
server,32,5186,3,7779,2
client,32,7779,2,7779,3
server,32,5186,2,7779,2
client,32,5186,2,7779,3
server,32,5186,2,5186,3
client,32,7779,2,7779,3
server,32,5186,2,7779,3
client,32,5186,2,7779,3
server,32,7779,2,7779,3
client,32,5186,3,10372,4
server,32,7779,2,7779,2
client,32,7779,2,7779,3
server,32,7779,2,7779,2
client,32,7779,2,7779,2
server,32,5186,3,7779,3
client,32,5186,2,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,0,0,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,298195,116,7779,2
server,32,0,0,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,5186,3,7779,2
server,32,7779,2,7779,2
client,32,7779,2,7779,3
server,32,5186,2,0,1
client,32,7779,2,7779,2
server,32,5186,2,0,0
client,32,7779,2,7779,3
server,32,5186,3,7779,3
client,32,10372,3,10372,4
server,32,7779,3,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,2
client,32,5186,3,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,2
server,32,7779,2,7779,3
client,32,5186,3,5186,3
server,32,7779,2,7779,2
client,32,5186,3,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,5186,3,7779,3
client,32,5186,2,7779,2
server,32,7779,2,7779,3
client,32,0,0,7779,3
server,32,7779,2,5186,3
client,32,10372,3,10372,4
server,32,18151,7,18151,6
client,32,10372,4,12965,4
server,32,7779,2,10372,3
client,32,7779,3,12965,5
server,32,15558,5,28523,11
client,32,10372,4,12965,5
server,32,12965,4,12965,4
client,32,12965,4,10372,3
server,32,7779,2,7779,3
client,32,0,0,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,5186,2,7779,3
client,32,7779,3,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,5186,2,5186,3
client,32,7779,2,7779,3
server,32,5186,2,0,0
client,32,5186,2,7779,2
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,5186,3,5186,3
client,32,10372,3,7779,2
server,32,7779,2,7779,4
client,32,10372,3,7779,4
server,32,7779,2,7779,3
client,32,7779,3,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,2
server,32,7779,2,7779,3
client,32,7779,2,7779,2
server,32,7779,2,7779,2
client,32,5186,3,7779,2
server,32,7779,2,7779,3
client,32,7779,2,7779,2
server,32,5186,3,7779,3
client,32,5186,3,7779,3
server,32,5186,2,7779,2
client,32,5186,3,7779,3
server,32,5186,2,7779,3
client,32,5186,3,7779,3
server,32,7779,2,7779,3
client,32,5186,3,7779,3
server,32,7779,2,7779,3
client,32,5186,2,7779,3
server,32,7779,2,7779,3
client,32,5186,3,10372,4
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,2
client,32,5186,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,5186,3,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,3,10372,3
server,32,7779,2,7779,2
client,32,7779,2,7779,2
server,32,5186,2,7779,2
client,32,5186,3,7779,3
server,32,5186,3,7779,3
client,32,5186,2,7779,3
server,32,0,0,0,0
client,32,0,0,0,0
server,32,7779,2,7779,3
client,32,5186,2,7779,2
server,32,5186,3,7779,3
client,32,5186,2,7779,3
server,32,5186,3,7779,2
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,2
client,32,5186,3,7779,2
server,32,5186,2,7779,2
client,32,5186,3,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,2
server,32,7779,3,7779,3
client,32,0,0,7779,2
server,32,7779,2,7779,2
client,32,5186,3,7779,2
server,32,5186,2,7779,3
client,32,5186,3,7779,3
server,32,10372,3,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,5186,3,7779,3
client,32,7779,2,7779,2
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,5186,2,7779,3
server,32,5186,2,7779,3
client,32,5186,2,7779,2
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,5186,3,7779,3
client,32,7779,2,7779,2
server,32,5186,3,5186,3
client,32,7779,2,7779,3
server,32,5186,3,0,0
client,32,5186,2,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,5186,2,7779,2
client,32,7779,2,7779,2
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,5186,3,7779,3
server,32,7779,2,7779,2
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,0,0
server,32,7779,2,7779,3
client,32,7779,2,12965,4
server,32,5186,3,7779,3
client,32,7779,2,7779,3
server,32,5186,3,7779,3
client,32,7779,2,7779,3
server,32,5186,3,7779,3
client,32,7779,2,7779,2
server,32,7779,3,5186,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,2
client,32,5186,3,7779,3
server,32,7779,2,10372,3
client,32,7779,3,7779,3
server,32,7779,2,7779,3
client,32,5186,3,7779,3
server,32,5186,3,10372,3
client,32,0,0,7779,2
server,32,0,0,10372,3
client,32,7779,2,7779,4
server,32,7779,2,7779,3
client,32,5186,3,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,0,0,7779,3
client,32,7779,2,12965,4
server,32,7779,2,7779,4
client,32,228184,89,7779,3
server,32,5186,2,7779,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,7779,3
server,32,5186,3,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,10372,3
server,32,5186,3,10372,3
client,32,7779,2,7779,3
server,32,7779,2,7779,3
client,32,7779,2,10372,4
server,32,5186,2,15558,6
client,32,7779,3,7779,3
server,32,7779,2,12965,4
client,32,5186,2,10372,3
server,32,5186,3,7779,3
client,32,7779,2,12965,5
server,32,7779,2,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,427845,165,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,12965,5,18151,7
server,32,10372,3,12965,4
client,32,7779,2,7779,3
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,7779,2,12965,4
server,32,5186,3,10372,3
client,32,7779,2,10372,3
server,32,7779,2,10372,3
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,32,0,0,0,0
server,32,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,110874087,42760
server,64,7779,2,7779,3
client,64,7779,3,10372,3
server,64,7779,3,7779,3
client,64,5186,3,10372,3
server,64,7779,3,10372,3
client,64,7779,2,7779,3
server,64,7779,2,10372,3
client,64,7779,2,10372,3
server,64,7779,2,10372,3
client,64,7779,3,10372,3
server,64,7779,2,7779,3
client,64,7779,3,10372,3
server,64,7779,3,10372,3
client,64,7779,3,10372,3
server,64,7779,3,7779,4
client,64,7779,2,7779,3
server,64,7779,2,10372,3
client,64,7779,2,10372,4
server,64,7779,3,10372,3
client,64,7779,2,10372,3
server,64,5186,3,7779,4
client,64,7779,2,10372,3
server,64,7779,3,10372,3
client,64,7779,2,10372,3
server,64,12965,4,10372,5
client,64,10372,2,7779,4
server,64,7779,2,10372,30
client,64,7779,2,267079,103
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
client,64,0,0,0,0
server,64,0,0,0,0
